GenusSpecies,Genus,Species,Family,SubOrder,Flight_season_start,Flight_season_end,body_colors,body_colortypes,body_patterns,mate_guarding,flight_mode,territoriality,aquatic_habitats,habitat_openness,body_lengths,hindwing_lengths,has_wing_pigment,wing_pigment_extent_discrete,wing_pigment_extent_continuous,wing_pigment_symmetry,wing_pigment_color,wing_pigment_placement
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia intacta,Leucorrhinia,intacta,Libellulidae,Anisoptera,6/5,12/9,black,pigment,plain,noncontact,percher,territorial,lake,open,31,24,yes,25,0.01,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Leucorrhinia proxima,Leucorrhinia,proxima,Libellulidae,Anisoptera,26/5,12/9,black,pigment,spotted,NA,percher,territorial,lake,closed,34.5,25.5,yes,10,0.02,hindwing more pigment,black,basal
Libellula cyanea,Libellula,cyanea,Libellulidae,Anisoptera,15/7,10/8,black,pruinescence,plain,NA,percher,NA,lake,closed,43.5,34,yes,NA,NA,NA,black,NA
Libellula cyanea,Libellula,cyanea,Libellulidae,Anisoptera,15/7,10/8,black,pruinescence,plain,NA,percher,NA,lake,closed,43.5,34,yes,NA,NA,NA,black,NA
Libellula cyanea,Libellula,cyanea,Libellulidae,Anisoptera,15/7,10/8,black,pruinescence,plain,NA,percher,NA,lake,closed,43.5,34,yes,NA,NA,NA,black,NA
Libellula cyanea,Libellula,cyanea,Libellulidae,Anisoptera,15/7,10/8,black,pruinescence,plain,NA,percher,NA,lake,closed,43.5,34,yes,NA,NA,NA,black,NA
Libellula cyanea,Libellula,cyanea,Libellulidae,Anisoptera,15/7,10/8,black,pruinescence,plain,NA,percher,NA,lake,closed,43.5,34,yes,NA,NA,NA,black,NA
Libellula incesta,Libellula,incesta,Libellulidae,Anisoptera,14/7,11/10,black,pigment,plain,noncontact,percher,territorial,lake,closed,51,39,yes,10,0.01,symmetric pigment,black,tip
Libellula incesta,Libellula,incesta,Libellulidae,Anisoptera,14/7,11/10,black,pigment,plain,noncontact,percher,territorial,lake,closed,51,39,yes,10,0.01,symmetric pigment,black,tip
Libellula incesta,Libellula,incesta,Libellulidae,Anisoptera,14/7,11/10,black,pigment,plain,noncontact,percher,territorial,lake,closed,51,39,yes,10,0.01,symmetric pigment,black,tip
Libellula incesta,Libellula,incesta,Libellulidae,Anisoptera,14/7,11/10,black,pigment,plain,noncontact,percher,territorial,lake,closed,51,39,yes,10,0.01,symmetric pigment,black,tip
Libellula incesta,Libellula,incesta,Libellulidae,Anisoptera,14/7,11/10,black,pigment,plain,noncontact,percher,territorial,lake,closed,51,39,yes,10,0.01,symmetric pigment,black,tip
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula luctuosa,Libellula,luctuosa,Libellulidae,Anisoptera,29/5,6/9,brown,pigment,plain,noncontact,flier,territorial,lake,closed,46,39,yes,75,0.74,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula pulchella,Libellula,pulchella,Libellulidae,Anisoptera,29/5,9/9,brown,pigment,plain,noncontact,flier,territorial,lake,open,54.5,44,yes,50,0.46,symmetric pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula quadrimaculata,Libellula,quadrimaculata,Libellulidae,Anisoptera,5/9,12/9,black,pigment,plain,noncontact,percher,territorial,lake,closed,44,35.5,yes,25,0.13,hindwing more pigment,black,basal
Libellula semifasciata,Libellula,semifasciata,Libellulidae,Anisoptera,3/7,16/7,black,pigment,plain,noncontact,percher,territorial,pond,closed,46.5,34,yes,25,0.23,symmetric pigment,brown,basal
Libellula semifasciata,Libellula,semifasciata,Libellulidae,Anisoptera,3/7,16/7,black,pigment,plain,noncontact,percher,territorial,pond,closed,46.5,34,yes,25,0.23,symmetric pigment,brown,basal
Libellula semifasciata,Libellula,semifasciata,Libellulidae,Anisoptera,3/7,16/7,black,pigment,plain,noncontact,percher,territorial,pond,closed,46.5,34,yes,25,0.23,symmetric pigment,brown,basal
Libellula semifasciata,Libellula,semifasciata,Libellulidae,Anisoptera,3/7,16/7,black,pigment,plain,noncontact,percher,territorial,pond,closed,46.5,34,yes,25,0.23,symmetric pigment,brown,basal
Libellula semifasciata,Libellula,semifasciata,Libellulidae,Anisoptera,3/7,16/7,black,pigment,plain,noncontact,percher,territorial,pond,closed,46.5,34,yes,25,0.23,symmetric pigment,brown,basal
Macromia illinoiensis,Macromia,illinoiensis,Macromiidae,Anisoptera,2/7,31/8,black,pigment,spotted,NA,flier,territorial,lake,open,70.5,46.5,no,NA,NA,NA,NA,NA
Macromia illinoiensis,Macromia,illinoiensis,Macromiidae,Anisoptera,2/7,31/8,black,pigment,spotted,NA,flier,territorial,lake,open,70.5,46.5,no,NA,NA,NA,NA,NA
Macromia illinoiensis,Macromia,illinoiensis,Macromiidae,Anisoptera,2/7,31/8,black,pigment,spotted,NA,flier,territorial,lake,open,70.5,46.5,no,NA,NA,NA,NA,NA
Macromia illinoiensis,Macromia,illinoiensis,Macromiidae,Anisoptera,2/7,31/8,black,pigment,spotted,NA,flier,territorial,lake,open,70.5,46.5,no,NA,NA,NA,NA,NA
Macromia illinoiensis,Macromia,illinoiensis,Macromiidae,Anisoptera,2/7,31/8,black,pigment,spotted,NA,flier,territorial,lake,open,70.5,46.5,no,NA,NA,NA,NA,NA
